customer_id,current_mrr,trailing_3m_usage_avg,trailing_3m_usage_trend,trailing_3m_support_ticket_avg,trailing_3m_nps_avg,trailing_3m_payment_delay_avg,trailing_3m_discount_avg,seat_growth_rate,expansion_frequency,contraction_frequency,churn_history_flag,renewal_due_flag,concentration_weight,tenure_months
CUST002303,780.94,86.52,6.955,0.667,69.47,12.667,0.1524,0.1538,0.1667,0.0833,0,1,8.2e-05,39
CUST002304,1068.81,75.217,4.305,1.0,51.377,13.0,0.0189,0.0,0.0833,0.0,0,0,0.000112,26
CUST002305,220.07,74.163,2.38,1.0,38.703,15.333,0.1006,0.0,0.0,0.0,0,1,2.3e-05,50
CUST002306,280.0,79.437,-1.485,0.333,55.727,5.333,0.0702,0.0,0.0,0.0,0,0,2.9e-05,11
CUST002307,280.0,49.433,-4.395,3.667,-13.003,18.333,0.1148,-0.2,0.0,0.0,1,0,2.9e-05,8
CUST002308,2496.93,77.16,-2.18,1.333,47.053,8.0,0.2329,0.0,0.0833,0.0,0,1,0.000262,24
CUST002309,280.0,83.187,-4.23,0.667,54.0,15.0,0.0232,0.0,0.0,0.0,0,0,2.9e-05,5
CUST002310,1988.59,98.453,2.32,0.333,96.733,8.333,0.2862,0.0,0.0,0.0,0,1,0.000209,42
CUST002311,376.45,82.967,-0.315,0.0,49.18,11.333,0.1973,0.0,0.0833,0.0,0,0,4e-05,32
CUST002312,375.2,87.537,11.04,0.0,71.237,7.0,0.0035,0.0,0.0,0.0,0,1,3.9e-05,50
CUST002313,6732.44,74.423,10.095,4.667,31.35,11.667,0.2316,0.0,0.0,0.0,0,0,0.000707,6
CUST002314,1129.06,98.703,1.945,0.333,92.95,8.333,0.2066,0.0,0.0833,0.0,0,0,0.000119,30
CUST002315,922.07,86.963,1.99,2.0,62.277,12.333,0.1455,0.0,0.0833,0.0,0,1,9.7e-05,12
CUST002316,2317.36,61.5,4.45,2.667,17.307,13.333,0.3071,0.0,0.0909,0.0909,0,0,0.000243,11
CUST002317,720.47,61.67,2.705,4.0,18.457,18.0,0.1511,0.0714,0.0,0.0,0,1,7.6e-05,55
CUST002318,4353.87,63.277,-4.77,3.0,14.413,18.0,0.1665,-0.08,0.0,0.0,0,1,0.000457,50
CUST002319,1326.29,95.65,6.525,0.333,80.047,11.667,0.1583,0.0625,0.0833,0.0,0,0,0.000139,31
CUST002320,0.0,83.04,-2.225,8.333,63.42,10.667,0.104,0.0,0.0,0.0,1,0,0.0,40
CUST002321,8225.37,93.637,6.255,3.667,85.547,6.667,0.2156,0.0,0.0,0.0833,0,1,0.000864,51
CUST002322,754.29,80.35,6.175,1.333,45.557,12.667,0.0603,0.0,0.0833,0.0833,0,0,7.9e-05,32
CUST002323,0.0,64.81,0.18,3.0,28.723,10.667,0.2321,0.0,0.0,0.0,1,0,0.0,45
CUST002324,0.0,54.56,-15.485,3.0,1.397,21.0,0.2185,-0.1429,0.0,0.0,1,0,0.0,48
CUST002325,1918.22,90.907,13.18,0.667,74.42,8.667,0.1158,0.0,0.0,0.0833,0,1,0.000201,53
CUST002326,1232.62,87.217,2.79,0.333,65.247,4.0,0.1908,0.0,0.0,0.0,0,1,0.000129,12
CUST002327,830.0,65.257,6.165,1.333,25.757,19.0,0.1244,0.0,0.0,0.0,0,1,8.7e-05,43
CUST002328,0.0,78.06,1.395,1.333,53.39,16.667,0.2915,0.0,0.0,1.0,1,0,0.0,52
CUST002329,0.0,70.31,-0.435,1.0,35.157,15.0,0.2724,0.0,0.0,0.0,1,0,0.0,8
CUST002330,1041.65,69.59,9.845,2.0,34.347,17.333,0.1537,0.04,0.0,0.0,0,0,0.000109,19
CUST002331,0.0,78.4,2.37,0.333,45.327,16.667,0.1457,0.0,0.0,0.0,1,0,0.0,27
CUST002332,28105.17,83.837,0.975,13.0,49.01,16.667,0.2394,0.0,0.1667,0.0,0,1,0.002951,38
CUST002333,837.04,28.453,-1.525,4.333,-48.963,10.0,0.3028,0.0667,0.0,0.0833,0,1,8.8e-05,46
CUST002334,798.88,82.773,1.355,1.0,42.84,10.667,0.2192,0.0,0.0,0.0,0,0,8.4e-05,23
CUST002335,2795.29,64.643,10.4,2.0,20.263,8.0,0.2217,-0.1351,0.1667,0.0833,0,1,0.000294,43
CUST002336,900.55,66.33,5.02,2.667,33.187,18.0,0.2803,0.0,0.0,0.0,0,0,9.5e-05,5
CUST002337,0.0,69.863,-6.205,1.333,25.897,16.333,0.0922,0.0,0.0,0.0,1,0,0.0,14
CUST002338,6883.56,85.463,-4.79,2.0,68.55,10.667,0.2594,0.0,0.0,0.0,0,0,0.000723,4
CUST002339,2441.25,94.723,2.525,2.0,71.8,10.667,0.1684,0.0,0.0,0.0,0,0,0.000256,26
CUST002340,1394.12,70.28,8.2,1.667,34.807,13.667,0.2393,0.0,0.0,0.0,0,0,0.000146,11
CUST002341,6330.87,92.257,1.825,2.667,84.667,0.667,0.1586,0.0423,0.1,0.1,0,0,0.000665,10
CUST002342,2894.67,69.953,2.96,2.667,32.417,4.333,0.2414,0.0,0.0,0.0,0,1,0.000304,3
CUST002343,0.0,67.347,-0.04,0.667,27.937,18.667,0.1916,0.0,0.0,0.0,1,0,0.0,31
CUST002344,0.0,81.347,2.745,6.0,50.493,8.667,0.159,0.0,0.0,0.0,1,0,0.0,29
CUST002345,292.5,67.207,-7.325,2.0,17.17,9.667,0.128,0.0,0.0,0.0,0,1,3.1e-05,24
CUST002346,1959.38,72.75,-0.645,1.333,45.34,9.333,0.1644,0.0,0.0,0.0,0,1,0.000206,15
CUST002347,1541.13,77.947,-7.48,3.333,51.593,11.333,0.1785,0.0,0.0833,0.0,0,1,0.000162,33
CUST002348,871.88,90.957,-1.485,1.0,64.45,18.0,0.2188,0.0,0.0833,0.0,0,0,9.2e-05,31
CUST002349,1004.06,77.48,11.685,1.333,46.647,19.333,0.0651,0.0,0.0,0.0,0,1,0.000105,38
CUST002350,422.8,67.193,1.845,1.667,30.99,22.0,0.0367,0.0,0.0,0.0,0,1,4.4e-05,51
CUST002351,4502.73,87.52,4.27,4.667,75.81,11.333,0.271,0.0,0.1667,0.0,0,0,0.000473,22
CUST002352,306.24,81.423,6.515,0.667,56.53,11.667,0.1479,0.0,0.0,0.0,0,0,3.2e-05,32
CUST002353,1624.04,79.573,3.49,1.0,48.343,18.667,0.1967,0.0,0.0833,0.0833,0,0,0.000171,22
CUST002354,470.4,81.16,6.76,1.667,59.283,11.0,0.2367,0.0,0.0,0.0,0,1,4.9e-05,21
CUST002355,9070.0,88.197,6.065,3.0,57.07,8.667,0.0716,0.0,0.0,0.0,0,0,0.000952,26
CUST002356,462.5,89.817,-8.265,0.333,59.42,11.667,0.1161,0.0,0.0,0.0,0,0,4.9e-05,30
CUST002357,505.0,62.387,4.915,1.667,18.423,16.667,0.283,0.0,0.0,0.0,0,0,5.3e-05,4
CUST002358,280.0,94.777,4.385,0.0,84.407,13.333,0.1172,0.0,0.0,0.0,0,1,2.9e-05,37
CUST002359,825.03,74.717,-1.74,0.0,42.387,14.0,0.0691,0.0,0.0,0.0,0,0,8.7e-05,19
CUST002360,7488.77,88.667,11.365,6.0,69.513,9.667,0.1356,0.0,0.0833,0.0,0,0,0.000786,19
CUST002361,8587.35,97.63,-3.555,3.667,89.523,7.667,0.2326,0.0,0.0,0.0,0,1,0.000902,46
CUST002362,0.0,72.093,1.185,1.0,48.987,12.0,0.2364,0.0,0.0,0.0,1,0,0.0,44
CUST002363,0.0,58.23,-2.165,2.333,13.69,20.0,0.3883,0.0,0.1111,0.0,1,0,0.0,12
CUST002364,372.44,82.28,-4.085,1.0,55.787,5.0,0.2021,0.0,0.0,0.0,0,0,3.9e-05,28
CUST002365,429.07,81.007,15.755,0.333,55.233,13.0,0.2483,0.0,0.0,0.1,0,0,4.5e-05,10
CUST002366,1041.65,78.36,8.855,2.333,43.957,16.0,0.3089,0.0,0.0,0.0,0,0,0.000109,20
CUST002367,655.11,83.817,0.655,1.333,66.26,20.333,0.0006,0.0,0.0,0.0,0,0,6.9e-05,28
CUST002368,1058.84,87.907,-2.19,0.667,76.293,5.333,0.0759,0.0,0.0,0.0833,0,0,0.000111,32
CUST002369,3246.45,82.797,10.895,2.333,65.977,9.667,0.0845,0.0,0.0,0.0833,0,0,0.000341,31
CUST002370,357.91,80.497,-7.775,0.0,67.47,9.0,0.3036,0.0,0.0,0.0,0,1,3.8e-05,45
CUST002371,0.0,73.953,-2.59,1.0,32.32,17.333,0.1712,0.0,0.0,0.0,1,0,0.0,27
CUST002372,0.0,62.995,-5.05,1.5,24.945,9.0,0.2796,0.0,0.0,0.0,1,0,0.0,8
CUST002373,388.0,76.46,2.18,0.667,49.043,13.0,0.0127,0.0,0.0,0.0833,0,0,4.1e-05,13
CUST002374,0.0,54.393,1.48,4.333,-14.34,21.667,0.312,0.1429,0.0,0.0,1,0,0.0,43
CUST002375,837.53,85.107,0.69,1.0,52.547,12.333,0.1688,0.0,0.0,0.0833,0,0,8.8e-05,25
CUST002376,831.24,72.563,0.775,1.667,40.283,13.667,0.3067,0.0,0.0,0.0,0,0,8.7e-05,30
CUST002377,3084.7,86.583,-7.09,1.667,63.19,6.333,0.1827,0.0,0.0,0.0,0,1,0.000324,41
CUST002378,8137.89,39.25,5.73,3.667,-19.53,9.667,0.2675,0.1538,0.0833,0.0833,0,1,0.000854,37
CUST002379,7646.16,92.293,7.68,3.333,82.26,9.667,0.1159,0.0,0.0,0.0833,0,1,0.000803,56
CUST002380,2189.53,85.203,2.025,1.333,60.08,12.0,0.0906,0.0,0.0833,0.0,0,1,0.00023,40
CUST002381,1010.85,84.563,-6.585,0.667,59.797,10.667,0.3084,0.0,0.0,0.0,0,1,0.000106,40
CUST002382,783.24,75.34,2.62,0.333,42.503,11.667,0.1946,0.0,0.0,0.0833,0,0,8.2e-05,17
CUST002383,502.14,57.063,2.055,3.0,0.743,19.0,0.3225,-0.1818,0.0833,0.0833,0,1,5.3e-05,42
CUST002384,7578.67,92.207,4.66,2.667,60.437,9.0,0.2136,0.0,0.0,0.0,0,1,0.000796,48
CUST002385,6919.53,77.633,8.525,4.333,35.72,4.0,0.0595,0.0,0.0,0.0833,0,0,0.000727,35
CUST002386,401.56,80.64,-0.1,0.333,44.15,12.0,0.0193,0.0,0.0,0.0,0,0,4.2e-05,25
CUST002387,990.38,69.11,6.71,2.667,38.13,8.333,0.2101,0.0,0.0,0.0,0,0,0.000104,31
CUST002388,422.8,70.27,-2.13,1.667,27.753,9.667,0.1168,0.0,0.0,0.0,0,0,4.4e-05,4
CUST002389,0.0,54.84,2.07,2.0,-0.177,14.0,0.39,0.0,0.0,0.0,1,0,0.0,28
CUST002390,9925.24,93.267,4.49,5.333,90.26,8.667,0.1706,0.0,0.0833,0.0,0,1,0.001042,47
CUST002391,518.0,80.217,5.155,0.333,46.53,9.667,0.1465,0.0,0.0,0.0,0,1,5.4e-05,42
CUST002392,717.5,84.347,6.48,0.667,66.417,9.333,0.2426,0.0,0.0,0.0,0,1,7.5e-05,46
CUST002393,0.0,72.433,-2.315,1.333,38.177,11.333,0.2699,0.0,0.0,0.0,1,0,0.0,46
CUST002394,0.0,87.347,3.475,0.0,70.417,8.333,0.0075,0.087,0.2,0.0,1,0,0.0,49
CUST002395,0.0,63.9,-0.21,1.0,25.607,15.667,0.1047,0.0,0.0,0.0,1,0,0.0,38
CUST002396,1076.93,67.823,3.815,3.0,22.56,16.333,0.3088,0.0,0.0,0.0,0,0,0.000113,18
CUST002397,272.74,70.253,-3.905,3.333,34.73,15.0,0.0503,0.0,0.0833,0.0,0,1,2.9e-05,47
CUST002398,3869.68,98.283,2.575,1.333,92.133,8.0,0.0212,0.0,0.0833,0.0,0,1,0.000406,41
CUST002399,0.0,72.7,-3.875,1.667,46.95,16.333,0.0778,0.0,0.0,0.0,1,0,0.0,25
CUST002400,900.55,71.643,6.24,1.0,28.98,16.0,0.247,0.0,0.0,0.0,0,0,9.5e-05,18
CUST002401,938.12,87.547,1.98,0.0,62.037,7.333,0.1632,0.0,0.0,0.0,0,0,9.9e-05,20
CUST002402,990.38,75.013,-0.095,1.667,37.41,15.333,0.2826,0.0,0.0,0.0,0,0,0.000104,20
CUST002403,470.4,74.427,4.49,1.333,44.463,14.0,0.1423,0.0,0.0,0.0,0,0,4.9e-05,11
CUST002404,977.17,55.365,5.73,2.0,4.625,17.0,0.2673,0.1875,0.5,0.0,0,0,0.000103,2
CUST002405,2436.14,86.037,-3.495,1.667,63.887,15.667,0.1799,0.0,0.0833,0.0,0,0,0.000256,13
CUST002406,3084.35,82.96,2.085,1.667,56.807,9.667,0.0041,0.1455,0.0833,0.0,0,1,0.000324,40
CUST002407,9002.0,73.92,-1.565,5.333,32.31,14.333,0.2211,0.0,0.0,0.0,0,1,0.000945,9
CUST002408,0.0,51.14,5.28,1.0,-4.993,19.333,0.4216,0.2,0.0,0.0,1,0,0.0,48
CUST002409,1684.48,80.843,1.65,1.667,61.663,7.667,0.1916,0.0,0.0,0.0,0,0,0.000177,31
CUST002410,2473.12,83.433,12.25,2.0,56.85,9.667,0.2162,0.0152,0.0,0.0,0,0,0.00026,7
CUST002411,914.32,75.317,-8.29,2.667,40.483,16.333,0.1116,0.0,0.0833,0.0,0,1,9.6e-05,12
CUST002412,0.0,74.673,-1.16,1.667,54.603,13.0,0.2294,0.0,0.0,0.0,1,0,0.0,23
CUST002413,995.25,14.26,0.0,2.333,-72.673,18.0,0.331,-0.0714,0.0,0.0833,0,1,0.000105,47
CUST002414,1792.55,67.797,2.68,1.667,40.987,9.0,0.2757,0.0,0.0833,0.0,0,1,0.000188,39
CUST002415,250.0,71.78,8.62,2.333,29.907,18.667,0.1537,0.0,0.0,0.0,0,0,2.6e-05,22
CUST002416,0.0,85.47,-2.53,0.0,56.937,14.333,0.0659,0.0,0.0,0.0,1,0,0.0,42
CUST002417,2081.63,96.053,5.92,0.333,84.883,6.667,0.2182,0.0,0.0,0.0,0,1,0.000219,40
CUST002418,0.0,74.883,1.725,0.333,39.64,11.333,0.0215,0.0,0.0,0.0,1,0,0.0,47
CUST002419,2887.5,74.233,-0.07,4.0,48.68,11.333,0.259,0.0,0.0,0.0,0,0,0.000303,15
CUST002420,2878.02,94.397,2.7,2.0,86.913,7.333,0.1936,0.0,0.0,0.0,0,0,0.000302,30
CUST002421,2197.98,82.523,11.585,1.333,71.867,13.333,0.2039,0.0,0.0833,0.0,0,1,0.000231,42
CUST002422,1392.13,73.177,-1.3,1.667,39.37,13.333,0.2362,0.0,0.0,0.0,0,1,0.000146,54
CUST002423,0.0,56.2,0.0,1.0,5.85,18.0,0.0934,0.0,0.0,0.0,1,0,0.0,9
CUST002424,3374.73,70.243,-1.345,2.333,24.15,13.0,0.0973,0.0,0.0909,0.0,0,0,0.000354,11
CUST002425,1046.63,59.967,-5.21,1.667,11.447,17.0,0.1842,-0.2143,0.1429,0.1429,0,0,0.00011,7
CUST002426,3239.81,87.51,-3.095,3.0,60.66,9.667,0.1895,0.0,0.0,0.0,0,1,0.00034,52
CUST002427,897.73,89.353,2.17,0.0,80.343,12.0,0.1696,0.0625,0.0833,0.0,0,0,9.4e-05,20
CUST002428,0.0,78.61,2.465,1.333,49.343,15.0,0.0072,0.0,0.0,0.0,1,0,0.0,56
CUST002429,410.68,78.1,5.01,1.333,51.443,14.0,0.0,0.0,0.0,0.0833,0,1,4.3e-05,36
CUST002430,815.08,72.313,-5.42,1.0,45.41,14.0,0.3013,0.0,0.0,0.0,0,0,8.6e-05,31
CUST002431,819.62,46.413,-5.15,2.0,-8.95,22.0,0.3487,0.0588,0.0,0.0,0,0,8.6e-05,4
CUST002432,4280.85,76.03,3.68,2.333,45.89,7.333,0.1377,0.0,0.1818,0.0,0,0,0.000449,11
CUST002433,910.5,78.793,-5.84,0.667,53.387,4.667,0.198,-0.2,0.0,0.25,0,0,9.6e-05,4
CUST002434,0.0,70.873,2.485,4.333,35.853,12.667,0.0958,0.0,0.0,0.0,1,0,0.0,49
CUST002435,1120.32,86.817,-1.695,0.333,73.823,12.333,0.209,0.0,0.1667,0.0,0,1,0.000118,56
CUST002436,533.35,87.5,6.85,0.0,61.69,15.0,0.1492,0.0,0.0,0.0,0,1,5.6e-05,36
CUST002437,798.88,67.973,4.0,1.333,27.703,15.667,0.3173,0.0,0.0,0.0,0,0,8.4e-05,18
CUST002438,0.0,73.873,1.58,2.0,41.417,11.333,0.2419,0.0,0.0,0.0,1,0,0.0,41
CUST002439,288.27,95.737,4.5,0.0,85.047,14.667,0.1868,0.0,0.0,0.0,0,1,3e-05,41
CUST002440,1030.75,84.633,11.42,0.667,66.533,14.0,0.058,0.0,0.0,0.0,0,1,0.000108,30
CUST002441,484.2,91.593,5.335,0.0,73.647,8.0,0.1834,0.1111,0.0833,0.0,0,1,5.1e-05,50
CUST002442,0.0,54.76,-1.195,3.333,-0.573,19.333,0.3855,0.0,0.0,0.0,1,0,0.0,48
CUST002443,368.28,95.483,1.535,0.0,81.927,5.333,0.1273,0.0,0.0,0.0,0,0,3.9e-05,35
CUST002444,830.0,47.26,16.095,2.0,-21.44,19.333,0.2404,0.25,0.0,0.0,0,1,8.7e-05,48
CUST002445,518.0,85.29,6.245,0.333,73.557,7.333,0.0451,0.0,0.0,0.0,0,0,5.4e-05,22
CUST002446,1118.66,82.64,1.83,0.0,59.123,9.667,0.2171,0.0,0.0909,0.0909,0,0,0.000117,11
CUST002447,0.0,63.46,0.835,1.667,1.9,17.0,0.11,0.0,0.0,0.0,1,0,0.0,36
CUST002448,780.01,70.607,-3.91,2.0,27.193,9.333,0.0449,0.0,0.1667,0.0,0,1,8.2e-05,6
CUST002449,267.05,86.593,-1.855,1.0,55.937,16.667,0.2272,0.0,0.0,0.0,0,0,2.8e-05,31
CUST002450,3299.83,85.293,12.075,2.667,58.647,9.667,0.1752,0.0,0.0,0.0,0,0,0.000346,8
CUST002451,2212.5,72.027,5.665,3.333,40.047,9.333,0.2634,0.0,0.0,0.0,0,0,0.000232,32
CUST002452,3255.26,79.483,0.755,3.333,46.647,17.0,0.2409,0.0,0.0833,0.0,0,0,0.000342,19
CUST002453,0.0,58.127,-0.21,1.333,16.9,12.667,0.1516,0.0,0.0,0.0,1,0,0.0,19
CUST002454,1576.16,75.93,-4.725,2.0,40.497,14.0,0.2312,0.1786,0.125,0.0,0,0,0.000166,8
CUST002455,15000.93,80.69,-2.24,8.0,55.747,13.667,0.2418,0.0,0.0,0.0833,0,1,0.001575,39
CUST002456,0.0,72.133,-6.015,1.333,38.067,11.333,0.2503,0.0,0.0,0.0,1,0,0.0,14
CUST002457,2409.38,81.61,6.31,2.0,53.847,5.667,0.228,0.0,0.0,0.0,0,0,0.000253,17
CUST002458,295.5,81.953,-11.755,0.667,35.57,14.0,0.0934,0.0,0.0833,0.0,1,1,3.1e-05,48
CUST002459,0.0,57.72,-5.34,3.0,6.25,22.0,0.1977,-0.0417,0.0,0.0,1,0,0.0,56
CUST002460,955.93,76.407,5.33,1.333,33.643,10.667,0.0,0.0,0.0833,0.0833,0,1,0.0001,55
CUST002461,311.75,96.087,5.87,0.333,79.2,9.0,0.0,0.0,0.0833,0.0833,0,1,3.3e-05,37
CUST002462,12015.06,56.037,5.35,6.333,-3.263,15.0,0.1129,0.0,0.0833,0.0833,0,1,0.001262,33
CUST002463,3445.21,87.067,5.78,2.0,70.93,17.0,0.1056,0.0,0.0,0.0,0,0,0.000362,35
CUST002464,914.38,88.453,6.74,0.333,64.857,16.667,0.2802,0.0,0.0,0.0,0,1,9.6e-05,24
CUST002465,18984.28,86.917,2.96,9.667,57.857,6.667,0.2318,0.0,0.0833,0.0,0,1,0.001993,44
CUST002466,251.18,76.787,5.87,0.667,29.15,14.333,0.1184,0.0,0.0,0.0909,0,0,2.6e-05,11
CUST002467,1006.37,73.697,0.155,0.667,41.28,15.333,0.2503,0.0,0.0,0.0,0,0,0.000106,18
CUST002468,0.0,61.883,5.725,4.667,15.87,19.333,0.253,0.0,0.0,0.0,1,0,0.0,47
CUST002469,0.0,50.543,-3.6,1.667,-12.727,14.667,0.2282,0.0,0.0,0.0,1,0,0.0,29
CUST002470,613.2,80.663,1.67,1.333,65.15,12.333,0.0104,0.0,0.0,0.0,0,0,6.4e-05,16
CUST002471,2205.06,75.677,3.17,0.333,34.177,15.0,0.0811,0.0667,0.0833,0.0,0,0,0.000232,31
CUST002472,1286.7,42.617,2.68,2.0,-33.037,17.667,0.3922,-0.0526,0.0,0.0,0,1,0.000135,47
CUST002473,900.55,80.607,-5.385,1.667,53.343,17.333,0.2391,0.0,0.0,0.0,0,1,9.5e-05,41
CUST002474,0.0,66.763,4.21,1.667,31.93,17.667,0.1283,-0.0556,0.0,0.0,1,0,0.0,46
CUST002475,993.87,67.083,1.51,1.333,28.487,13.333,0.1585,0.0,0.0833,0.0,0,0,0.000104,22
CUST002476,422.8,81.077,-1.07,0.667,56.027,18.0,0.0323,0.0,0.0,0.0,0,0,4.4e-05,5
CUST002477,281.97,85.44,-1.31,0.333,59.137,13.0,0.0887,0.0,0.0,0.0,0,1,3e-05,51
CUST002478,1160.34,86.927,1.44,1.0,68.42,10.667,0.1619,0.0,0.0833,0.0,0,1,0.000122,21
CUST002479,389.27,73.933,-0.1,1.333,36.713,16.333,0.2592,0.0,0.0833,0.0,0,1,4.1e-05,18
CUST002480,565.6,62.15,-3.24,2.0,19.84,20.5,0.2577,0.0,0.0,0.0,0,0,5.9e-05,2
CUST002481,2703.13,88.477,9.475,2.0,66.537,6.333,0.0834,0.0312,0.0833,0.0,0,1,0.000284,43
CUST002482,2205.73,90.023,4.33,1.333,62.493,12.333,0.1478,0.0,0.0,0.0,0,1,0.000232,24
CUST002483,575.2,66.88,-0.05,1.333,22.26,12.333,0.2416,0.0,0.0909,0.0,0,0,6e-05,11
CUST002484,1192.25,93.463,3.39,0.333,70.81,9.0,0.2228,0.0,0.0,0.0,0,1,0.000125,6
CUST002485,3507.74,91.577,4.08,1.667,81.063,10.333,0.0868,0.0,0.0833,0.0,0,1,0.000368,30
CUST002486,1151.88,64.14,-6.985,1.667,15.437,19.0,0.2341,0.0,0.0,0.0,0,0,0.000121,19
CUST002487,1156.11,97.23,4.155,0.333,94.133,9.667,0.3038,0.0,0.0,0.0,0,1,0.000121,24
CUST002488,2527.54,88.897,8.175,1.667,81.12,1.667,0.1731,0.0,0.2857,0.0,0,0,0.000265,7
CUST002489,3345.37,72.667,2.59,3.333,32.413,16.0,0.2047,0.0,0.0909,0.0,0,0,0.000351,11
CUST002490,565.6,89.44,0.315,0.0,76.577,8.333,0.0216,0.0,0.0,0.0,0,0,5.9e-05,10
CUST002491,2175.0,93.947,9.08,0.333,86.113,8.0,0.2437,0.0,0.0,0.0,0,0,0.000228,25
CUST002492,5399.33,83.42,3.02,2.667,55.5,7.333,0.1093,0.0,0.0,0.0,0,0,0.000567,10
CUST002493,824.19,71.22,1.33,2.0,33.7,9.333,0.0597,0.0,0.0,0.0,0,1,8.7e-05,21
CUST002494,3135.38,94.68,0.13,0.667,69.913,1.0,0.1891,0.0,0.1111,0.0,0,0,0.000329,9
CUST002495,2151.98,89.567,3.555,1.333,72.653,8.667,0.1613,0.0,0.0833,0.0833,0,0,0.000226,34
CUST002496,830.0,75.11,-4.025,1.333,31.997,14.667,0.2626,0.0,0.0,0.0,0,0,8.7e-05,21
CUST002497,6087.8,67.02,-4.54,2.667,25.017,9.333,0.2919,0.1007,0.1429,0.0,0,0,0.000639,7
CUST002498,1064.36,78.78,-4.755,0.333,46.177,20.667,0.0436,0.0,0.0,0.0833,0,0,0.000112,20
CUST002499,323.99,78.977,5.17,2.333,60.147,10.333,0.0286,0.0,0.0,0.0,0,0,3.4e-05,28
CUST002500,1242.55,87.517,5.475,1.0,60.82,16.0,0.2097,0.0,0.0,0.0833,0,1,0.00013,43
CUST002501,0.0,66.62,4.38,3.0,27.29,13.0,0.1593,0.0,0.0,0.0,1,0,0.0,38
CUST002502,613.2,71.677,2.92,1.667,34.267,13.0,0.2804,0.0,0.0,0.0,0,0,6.4e-05,5
CUST002503,2760.0,98.45,2.325,1.0,95.667,8.667,0.1828,0.0,0.0,0.0,0,0,0.00029,8
CUST002504,6762.67,78.863,-5.335,5.333,56.343,7.667,0.1679,0.0,0.0,0.0,0,0,0.00071,4
CUST002505,1044.49,89.763,0.005,0.0,79.767,9.333,0.0799,0.0,0.0,0.0,0,1,0.00011,40
CUST002506,1667.37,98.087,0.665,1.0,87.767,3.667,0.0988,0.0,0.0,0.0,0,1,0.000175,42
CUST002507,709.19,65.71,2.885,2.333,18.49,15.333,0.2577,0.0,0.0,0.0833,0,1,7.4e-05,45
CUST002508,422.8,70.193,-1.115,0.333,48.017,10.667,0.119,0.0,0.0,0.0,0,0,4.4e-05,4
CUST002509,237.5,81.85,0.635,0.667,51.67,14.333,0.2734,0.0,0.0,0.0,0,1,2.5e-05,55
CUST002510,834.63,83.553,6.06,0.667,55.833,14.333,0.049,0.0556,0.0833,0.0,0,0,8.8e-05,20
CUST002511,454.04,90.113,0.65,0.333,75.123,5.667,0.1196,0.0,0.0833,0.0,0,0,4.8e-05,35
CUST002512,0.0,54.573,-3.675,4.333,8.937,9.333,0.424,-0.0114,0.1,0.0,1,0,0.0,24
CUST002513,2250.0,79.567,-5.475,0.667,56.627,16.667,0.1602,0.0,0.0,0.0,0,0,0.000236,4
CUST002514,809.25,75.523,-4.825,0.333,44.923,20.333,0.3284,0.0,0.0,0.0,0,0,8.5e-05,15
CUST002515,950.0,82.193,0.77,1.333,62.233,14.333,0.0909,0.0,0.0,0.0,0,0,0.0001,11
CUST002516,393.63,62.657,4.25,1.333,5.72,18.333,0.2573,0.0,0.1667,0.0,0,1,4.1e-05,6
CUST002517,6048.18,92.177,2.695,3.667,78.74,7.333,0.2214,0.0,0.0,0.1667,0,1,0.000635,54
CUST002518,2968.33,82.05,5.085,1.0,41.27,13.0,0.1247,0.0,0.0,0.0,0,1,0.000312,36
CUST002519,990.38,79.173,11.595,1.667,50.203,14.667,0.1098,0.0,0.0,0.0,0,0,0.000104,17
CUST002520,974.08,54.973,-6.15,4.333,5.67,16.0,0.2866,-0.1111,0.0,0.0,0,1,0.000102,55
CUST002521,0.0,44.897,2.065,1.333,-9.063,17.0,0.1608,-0.1111,0.0,0.2,1,0,0.0,8
CUST002522,2901.43,86.01,5.935,1.0,51.297,17.667,0.2724,0.0,0.0,0.0,0,1,0.000305,40
CUST002523,966.45,44.12,0.675,3.667,-12.3,15.0,0.2784,0.0,0.0,0.0,0,0,0.000101,23
CUST002524,1097.09,45.897,-4.39,4.0,-20.017,14.0,0.2849,0.0,0.0,0.0,0,0,0.000115,28
CUST002525,926.25,69.563,7.07,3.333,29.217,21.333,0.136,0.0,0.0,0.0,0,0,9.7e-05,17
CUST002526,827.33,87.77,-4.745,1.0,63.207,15.0,0.129,0.0,0.0833,0.0,0,0,8.7e-05,20
CUST002527,377.5,56.367,-0.86,2.333,3.097,21.667,0.1508,0.0,0.0,0.0,0,0,4e-05,5
CUST002528,675.0,69.413,12.105,2.333,13.207,17.667,0.1759,0.0,0.0,0.0,0,1,7.1e-05,38
CUST002529,0.0,80.79,-7.03,1.333,49.92,9.0,0.1676,0.0,0.0,0.0,1,0,0.0,43
CUST002530,0.0,59.08,-2.465,3.333,10.1,15.667,0.2157,0.0,0.0,0.0,1,0,0.0,48
CUST002531,518.0,80.077,-6.36,0.0,41.003,10.333,0.0761,0.0,0.0,0.0,0,0,5.4e-05,13
CUST002532,725.27,73.183,8.685,1.0,32.733,19.333,0.0317,0.0,0.0,0.0,0,1,7.6e-05,46
CUST002533,547.5,60.167,-5.06,3.0,12.157,15.333,0.2748,0.0,0.0,0.0,0,0,5.7e-05,6
