customer_id,segment,region,industry,acquisition_channel,account_manager_id,current_mrr,concentration_weight,renewal_due_flag,churn_risk_score,churn_risk_tier,churn_risk_main_driver,revenue_quality_score,revenue_quality_risk_tier,revenue_quality_main_driver,discount_dependency_score,discount_dependency_tier,discount_dependency_main_driver,expansion_quality_score,expansion_quality_risk_tier,expansion_quality_main_driver,governance_priority_score,governance_priority_tier,governance_main_driver,recommended_action,recommended_action_reason
CUST002679,Enterprise,North America,SaaS,content_marketing,AM0020,0.0,0.0,0,15.113,Low,Payment stress,25.0,Critical,Weak realized pricing,22.776,Low,Price realization erosion,53.88766666666667,Moderate,No recent expansion signal,26.364,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=15.1, quality=25.0, discount=22.8"
CUST004099,SMB,North America,SaaS,self_serve,AM0028,0.0,0.0,0,19.107,Low,Usage deterioration,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,55.0,Moderate,No recent expansion signal,26.364,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=19.1, quality=25.0, discount=15.0"
CUST003668,Mid-Market,LATAM,SaaS,content_marketing,AM0009,0.0,0.0,0,13.982,Low,Payment stress,25.0,Critical,Weak realized pricing,23.016,Low,Price realization erosion,50.64833333333333,Moderate,No recent expansion signal,26.362,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=14.0, quality=25.0, discount=23.0"
CUST004293,Enterprise,EMEA,Manufacturing,enterprise_sales,AM0014,4019.13,0.000422,1,10.837,Low,Renewal exposure,69.336,Moderate,Weak realized pricing,15.89,Low,High discount level,95.691,Low,Discount pressure in expansion,26.361,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=10.8, quality=69.3, discount=15.9"
CUST000481,SMB,APAC,SaaS,self_serve,AM0002,973.36,0.000102,0,12.884,Low,Payment stress,64.466,Moderate,Weak realized pricing,1.822,Low,High discount level,42.617,High,Low healthy expansion mix,26.361,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=12.9, quality=64.5, discount=1.8"
CUST000144,Mid-Market,APAC,Retail,paid_media,AM0033,1086.84,0.000114,1,8.457,Low,Renewal exposure,68.775,Moderate,Weak realized pricing,6.579,Low,High discount level,55.0,Moderate,No recent expansion signal,26.358,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=8.5, quality=68.8, discount=6.6"
CUST004241,Enterprise,APAC,Manufacturing,partner_referral,AM0033,0.0,0.0,0,13.081,Low,Payment stress,25.0,Critical,Weak realized pricing,27.8,Low,Price realization erosion,55.0,Moderate,No recent expansion signal,26.356,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=13.1, quality=25.0, discount=27.8"
CUST003546,SMB,North America,Logistics,content_marketing,AM0036,788.5,8.3e-05,0,12.281,Low,Payment stress,62.314,Moderate,Weak realized pricing,9.316,Low,High discount level,52.811,Moderate,No recent expansion signal,26.35,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=12.3, quality=62.3, discount=9.3"
CUST002049,SMB,North America,SaaS,content_marketing,AM0032,477.46,5e-05,1,20.926,Low,Usage deterioration,79.708,Low,Weak retention momentum,0.0,Low,High discount level,53.901,Moderate,No recent expansion signal,26.349,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=20.9, quality=79.7, discount=0.0"
CUST001389,SMB,North America,Media,self_serve,AM0011,1265.31,0.000133,1,14.943,Low,Payment stress,78.41,Low,Weak retention momentum,0.0,Low,High discount level,51.93,Moderate,No recent expansion signal,26.346,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=14.9, quality=78.4, discount=0.0"
CUST000185,SMB,APAC,SaaS,self_serve,AM0005,1066.57,0.000112,1,19.933,Low,Usage deterioration,84.563,Low,Weak retention momentum,0.0,Low,High discount level,54.55433333333333,Moderate,No recent expansion signal,26.343,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=19.9, quality=84.6, discount=0.0"
CUST004442,SMB,LATAM,SaaS,paid_media,AM0003,467.46,4.9e-05,1,18.253,Low,Payment stress,62.273,Moderate,Weak realized pricing,11.885,Low,High discount level,94.705,Low,Discount pressure in expansion,26.341,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=18.3, quality=62.3, discount=11.9"
CUST001251,SMB,LATAM,Healthcare,self_serve,AM0027,290.23,3e-05,1,14.903,Low,Payment stress,74.297,Low,Weak realized pricing,0.048,Low,Price realization erosion,38.6,High,Low healthy expansion mix,26.341,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=14.9, quality=74.3, discount=0.0"
CUST001364,Mid-Market,EMEA,Logistics,paid_media,AM0009,3634.32,0.000382,1,17.673,Low,Payment stress,75.416,Low,Weak realized pricing,0.0,Low,High discount level,82.6,Low,Post-expansion contraction risk,26.338,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.7, quality=75.4, discount=0.0"
CUST000053,Enterprise,APAC,Healthcare,enterprise_sales,AM0016,3820.68,0.000401,1,10.156,Low,Renewal exposure,77.787,Low,Weak realized pricing,0.0,Low,High discount level,55.0,Moderate,No recent expansion signal,26.336,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=10.2, quality=77.8, discount=0.0"
CUST000988,SMB,EMEA,Logistics,self_serve,AM0022,2875.95,0.000302,0,10.078,Low,Payment stress,64.656,Moderate,Weak realized pricing,0.59,Low,Price realization erosion,48.333333333333336,Moderate,No recent expansion signal,26.33,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=10.1, quality=64.7, discount=0.6"
CUST003460,SMB,EMEA,Healthcare,partner_referral,AM0001,360.9,3.8e-05,1,17.011,Low,Payment stress,71.465,Low,Weak realized pricing,0.0,Low,High discount level,52.62,Moderate,No recent expansion signal,26.329,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.0, quality=71.5, discount=0.0"
CUST002450,Enterprise,APAC,Logistics,partner_referral,AM0013,3299.83,0.000346,0,6.129,Low,Payment stress,64.725,Moderate,Weak realized pricing,12.056,Low,High discount level,55.0,Moderate,No recent expansion signal,26.328,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=6.1, quality=64.7, discount=12.1"
CUST000502,SMB,North America,Logistics,paid_media,AM0028,422.8,4.4e-05,0,8.845,Low,Payment stress,58.114,Moderate,Weak realized pricing,18.913,Low,High discount level,54.937666666666665,Moderate,No recent expansion signal,26.327,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=8.8, quality=58.1, discount=18.9"
CUST002271,Mid-Market,EMEA,Manufacturing,enterprise_sales,AM0009,0.0,0.0,0,10.525,Low,Payment stress,25.0,Critical,Weak realized pricing,31.08,Moderate,High discount level,52.03333333333333,Moderate,No recent expansion signal,26.327,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=10.5, quality=25.0, discount=31.1"
CUST004349,SMB,North America,SaaS,content_marketing,AM0031,0.0,0.0,0,17.964,Low,Usage deterioration,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,51.71333333333333,Moderate,No recent expansion signal,26.327,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.0, quality=25.0, discount=15.0"
CUST004128,SMB,LATAM,Logistics,self_serve,AM0002,184.84,1.9e-05,1,16.98,Low,Payment stress,67.351,Moderate,Weak realized pricing,0.0,Low,High discount level,50.754333333333335,Moderate,No recent expansion signal,26.326,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.0, quality=67.4, discount=0.0"
CUST004341,SMB,EMEA,Education,self_serve,AM0022,0.0,0.0,0,17.976,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,51.803333333333335,Moderate,No recent expansion signal,26.322,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.0, quality=25.0, discount=15.0"
CUST004360,SMB,North America,Logistics,self_serve,AM0035,0.0,0.0,0,18.821,Low,Usage deterioration,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,54.538333333333334,Moderate,No recent expansion signal,26.319,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.8, quality=25.0, discount=15.0"
CUST000007,SMB,APAC,Media,content_marketing,AM0024,0.0,0.0,0,14.489,Low,Payment stress,25.0,Critical,Weak realized pricing,20.792,Low,Price realization erosion,49.42766666666667,Moderate,No recent expansion signal,26.313,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=14.5, quality=25.0, discount=20.8"
CUST002882,Mid-Market,APAC,Healthcare,enterprise_sales,AM0006,0.0,0.0,0,11.893,Low,Payment stress,25.0,Critical,Weak realized pricing,30.04,Moderate,High discount level,55.0,Moderate,No recent expansion signal,26.312,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=11.9, quality=25.0, discount=30.0"
CUST003006,Mid-Market,North America,Education,outbound_sdr,AM0004,1712.11,0.00018,0,8.576,Low,Payment stress,63.594,Moderate,Weak realized pricing,15.036,Low,High discount level,59.239,Moderate,Low healthy expansion mix,26.307,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=8.6, quality=63.6, discount=15.0"
CUST003099,SMB,North America,Logistics,self_serve,AM0034,1111.29,0.000117,1,17.623,Low,Usage deterioration,82.372,Low,Weak retention momentum,0.0,Low,High discount level,51.583333333333336,Moderate,No recent expansion signal,26.307,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.6, quality=82.4, discount=0.0"
CUST002248,Enterprise,North America,Healthcare,partner_referral,AM0035,6177.78,0.000649,0,6.584,Low,Payment stress,68.126,Moderate,Weak realized pricing,7.856,Low,High discount level,55.0,Moderate,No recent expansion signal,26.304,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=6.6, quality=68.1, discount=7.9"
CUST002164,SMB,North America,Healthcare,outbound_sdr,AM0036,764.82,8e-05,1,18.455,Low,Usage deterioration,67.698,Moderate,Weak realized pricing,12.622,Low,High discount level,94.492,Low,Discount pressure in expansion,26.29,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=18.5, quality=67.7, discount=12.6"
CUST002640,SMB,LATAM,FinTech,self_serve,AM0020,482.02,5.1e-05,0,13.557,Low,Payment stress,61.94,Moderate,Weak realized pricing,10.25,Low,High discount level,52.407666666666664,Moderate,No recent expansion signal,26.29,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=13.6, quality=61.9, discount=10.2"
CUST002063,SMB,North America,Education,partner_referral,AM0029,0.0,0.0,0,9.636,Low,Payment stress,25.0,Critical,Weak realized pricing,32.688,Moderate,Price realization erosion,51.992333333333335,Moderate,No recent expansion signal,26.287,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=9.6, quality=25.0, discount=32.7"
CUST002161,Enterprise,North America,Healthcare,outbound_sdr,AM0020,6875.75,0.000722,1,11.124,Low,Renewal exposure,81.463,Low,Weak realized pricing,0.0,Low,High discount level,61.4,Moderate,Low healthy expansion mix,26.283,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=11.1, quality=81.5, discount=0.0"
CUST004299,Mid-Market,APAC,Retail,enterprise_sales,AM0006,4233.3,0.000445,1,14.662,Low,Payment stress,75.392,Low,Weak realized pricing,4.678,Low,High discount level,83.62,Low,High fragile expansion mix,26.283,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=14.7, quality=75.4, discount=4.7"
CUST004404,SMB,North America,Education,content_marketing,AM0012,0.0,0.0,0,16.936,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,48.885666666666665,Moderate,No recent expansion signal,26.281,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.9, quality=25.0, discount=15.0"
CUST001321,SMB,North America,Education,self_serve,AM0028,547.5,5.7e-05,0,15.36,Low,Payment stress,63.015,Moderate,Weak realized pricing,7.37,Low,High discount level,53.86233333333333,Moderate,No recent expansion signal,26.28,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=15.4, quality=63.0, discount=7.4"
CUST000251,SMB,EMEA,SaaS,content_marketing,AM0001,0.0,0.0,0,18.414,Low,Usage deterioration,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,53.639,Moderate,No recent expansion signal,26.279,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.4, quality=25.0, discount=15.0"
CUST004015,Mid-Market,EMEA,Healthcare,outbound_sdr,AM0039,1305.97,0.000137,1,12.963,Low,Payment stress,73.861,Low,Weak realized pricing,0.242,Low,Price realization erosion,55.0,Moderate,No recent expansion signal,26.271,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=13.0, quality=73.9, discount=0.2"
CUST000572,SMB,North America,Education,outbound_sdr,AM0007,328.6,3.5e-05,1,15.83,Low,Payment stress,69.958,Moderate,Weak realized pricing,0.086,Low,Price realization erosion,51.811,Moderate,No recent expansion signal,26.269,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=15.8, quality=70.0, discount=0.1"
CUST001696,SMB,North America,SaaS,content_marketing,AM0028,0.0,0.0,0,15.289,Low,Payment stress,25.0,Critical,Weak realized pricing,20.936,Low,Price realization erosion,52.659,Moderate,No recent expansion signal,26.267,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=15.3, quality=25.0, discount=20.9"
CUST002827,SMB,EMEA,Media,self_serve,AM0025,0.0,0.0,0,18.384,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,53.66433333333333,Moderate,No recent expansion signal,26.266,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.4, quality=25.0, discount=15.0"
CUST002391,SMB,EMEA,Manufacturing,paid_media,AM0009,518.0,5.4e-05,1,11.449,Low,Renewal exposure,68.905,Moderate,Weak realized pricing,5.869,Low,High discount level,55.0,Moderate,No recent expansion signal,26.261,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=11.4, quality=68.9, discount=5.9"
CUST004400,Mid-Market,LATAM,Education,paid_media,AM0023,0.0,0.0,0,11.381,Low,Payment stress,25.0,Critical,Weak realized pricing,27.896,Low,Price realization erosion,50.65333333333333,Moderate,No recent expansion signal,26.261,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=11.4, quality=25.0, discount=27.9"
CUST000363,Mid-Market,EMEA,Healthcare,outbound_sdr,AM0017,2545.83,0.000267,0,13.131,Low,Usage deterioration,70.284,Low,Weak realized pricing,5.596,Low,High discount level,54.236666666666665,Moderate,No recent expansion signal,26.26,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=13.1, quality=70.3, discount=5.6"
CUST001813,SMB,North America,Logistics,content_marketing,AM0010,0.0,0.0,0,18.425,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,53.85666666666666,Moderate,No recent expansion signal,26.26,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.4, quality=25.0, discount=15.0"
CUST004162,Mid-Market,EMEA,Healthcare,paid_media,AM0030,1309.44,0.000137,0,5.435,Low,Payment stress,61.825,Moderate,Weak realized pricing,20.676,Low,High discount level,57.289,Moderate,Low healthy expansion mix,26.256,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=5.4, quality=61.8, discount=20.7"
CUST001466,SMB,North America,Logistics,content_marketing,AM0037,1371.16,0.000144,1,15.717,Low,Renewal exposure,76.087,Low,Weak realized pricing,0.376,Low,Price realization erosion,61.4,Moderate,Low healthy expansion mix,26.255,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=15.7, quality=76.1, discount=0.4"
CUST004256,SMB,EMEA,Manufacturing,partner_referral,AM0009,0.0,0.0,0,15.402,Low,Payment stress,25.0,Critical,Weak realized pricing,19.368,Low,Price realization erosion,50.785666666666664,Moderate,No recent expansion signal,26.255,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=15.4, quality=25.0, discount=19.4"
CUST001947,SMB,LATAM,Manufacturing,content_marketing,AM0002,377.5,4e-05,0,16.94,Low,Usage deterioration,63.583,Moderate,Weak realized pricing,5.826,Low,High discount level,50.469,Moderate,No recent expansion signal,26.254,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=16.9, quality=63.6, discount=5.8"
CUST000566,SMB,North America,SaaS,content_marketing,AM0004,1030.75,0.000108,0,11.017,Low,Payment stress,62.934,Moderate,Weak realized pricing,9.094,Low,High discount level,52.24666666666666,Moderate,No recent expansion signal,26.252,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=11.0, quality=62.9, discount=9.1"
CUST000106,Mid-Market,North America,Retail,partner_referral,AM0008,2931.5,0.000308,0,4.715,Low,Payment stress,64.399,Moderate,Weak realized pricing,13.162,Low,High discount level,51.602333333333334,Moderate,No recent expansion signal,26.249,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=4.7, quality=64.4, discount=13.2"
CUST002707,Mid-Market,EMEA,Manufacturing,outbound_sdr,AM0023,0.0,0.0,0,12.381,Low,Payment stress,25.0,Critical,Weak realized pricing,24.344,Low,Price realization erosion,48.73566666666667,Moderate,No recent expansion signal,26.24,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=12.4, quality=25.0, discount=24.3"
CUST002041,Mid-Market,LATAM,Media,outbound_sdr,AM0007,2099.9,0.00022,0,6.625,Low,Payment stress,63.448,Moderate,Weak realized pricing,13.639,Low,High discount level,55.0,Moderate,No recent expansion signal,26.237,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=6.6, quality=63.4, discount=13.6"
CUST001622,SMB,North America,Media,self_serve,AM0034,0.0,0.0,0,16.747,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,48.724333333333334,Moderate,No recent expansion signal,26.237,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.7, quality=25.0, discount=15.0"
CUST002076,SMB,North America,Healthcare,paid_media,AM0012,438.27,4.6e-05,0,12.089,Low,Payment stress,60.349,Moderate,Weak realized pricing,12.241,Low,High discount level,52.75333333333334,Moderate,No recent expansion signal,26.233,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=12.1, quality=60.3, discount=12.2"
CUST002718,SMB,EMEA,SaaS,content_marketing,AM0014,0.0,0.0,0,11.625,Low,Payment stress,25.0,Critical,Weak realized pricing,29.44,Low,Price realization erosion,54.02766666666667,Moderate,No recent expansion signal,26.233,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=11.6, quality=25.0, discount=29.4"
CUST001373,SMB,EMEA,FinTech,content_marketing,AM0003,0.0,0.0,0,15.981,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,46.339,Moderate,No recent expansion signal,26.23,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.0, quality=25.0, discount=15.0"
CUST002672,SMB,EMEA,Media,self_serve,AM0015,193.0,2e-05,1,17.823,Low,Payment stress,70.103,Low,Weak retention momentum,0.0,Low,High discount level,50.00233333333333,Moderate,No recent expansion signal,26.225,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.8, quality=70.1, discount=0.0"
CUST002297,SMB,North America,Retail,content_marketing,AM0037,0.0,0.0,0,13.875,Low,Payment stress,25.0,Critical,Weak realized pricing,22.936,Low,Price realization erosion,51.571,Moderate,No recent expansion signal,26.223,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=13.9, quality=25.0, discount=22.9"
CUST004077,SMB,APAC,Retail,self_serve,AM0005,1449.4,0.000152,1,17.424,Low,Payment stress,83.513,Low,Weak retention momentum,0.0,Low,High discount level,54.84766666666667,Moderate,No recent expansion signal,26.221,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=17.4, quality=83.5, discount=0.0"
CUST001993,SMB,APAC,Healthcare,partner_referral,AM0013,0.0,0.0,0,10.505,Low,Payment stress,25.0,Critical,Weak realized pricing,28.408,Low,Price realization erosion,49.021,Moderate,No recent expansion signal,26.221,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=10.5, quality=25.0, discount=28.4"
CUST001521,SMB,APAC,Education,partner_referral,AM0002,0.0,0.0,0,11.839,Low,Payment stress,25.0,Critical,Weak realized pricing,28.408,Low,Price realization erosion,53.303333333333335,Moderate,No recent expansion signal,26.219,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=11.8, quality=25.0, discount=28.4"
CUST002694,SMB,APAC,Education,content_marketing,AM0006,189.28,2e-05,1,18.315,Low,Payment stress,70.259,Low,Weak realized pricing,0.625,Low,Price realization erosion,53.67,Moderate,No recent expansion signal,26.216,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=18.3, quality=70.3, discount=0.6"
CUST002475,Mid-Market,EMEA,Education,content_marketing,AM0003,993.87,0.000104,0,7.823,Low,Payment stress,64.824,Moderate,Weak realized pricing,8.665,Low,High discount level,37.853,High,Low healthy expansion mix,26.211,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=7.8, quality=64.8, discount=8.7"
CUST002897,SMB,North America,Manufacturing,self_serve,AM0020,0.0,0.0,0,18.345,Low,Usage deterioration,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,54.161,Moderate,No recent expansion signal,26.204,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=18.3, quality=25.0, discount=15.0"
CUST000484,SMB,EMEA,Manufacturing,content_marketing,AM0039,0.0,0.0,0,15.832,Low,Payment stress,25.0,Critical,Weak realized pricing,17.432,Low,Price realization erosion,49.78433333333333,Moderate,No recent expansion signal,26.203,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=15.8, quality=25.0, discount=17.4"
CUST001859,SMB,North America,Education,content_marketing,AM0012,0.0,0.0,0,16.436,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,48.065666666666665,Moderate,No recent expansion signal,26.203,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.4, quality=25.0, discount=15.0"
CUST001224,SMB,LATAM,Education,self_serve,AM0008,675.0,7.1e-05,1,14.521,Low,Payment stress,77.061,Low,Weak retention momentum,5.0,Low,Policy governance signal,53.461,Moderate,No recent expansion signal,26.198,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=14.5, quality=77.1, discount=5.0"
CUST001639,Enterprise,EMEA,Media,enterprise_sales,AM0023,11879.06,0.001247,1,18.372,Low,Usage deterioration,79.592,Low,Weak realized pricing,0.0,Low,High discount level,100.0,Low,Low healthy expansion mix,26.195,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=18.4, quality=79.6, discount=0.0"
CUST002498,SMB,North America,Logistics,self_serve,AM0004,1064.36,0.000112,0,23.059,Low,Payment stress,77.401,Low,Weak retention momentum,0.0,Low,High discount level,52.21333333333333,Moderate,No recent expansion signal,26.189,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=23.1, quality=77.4, discount=0.0"
CUST004044,SMB,APAC,Logistics,self_serve,AM0040,280.0,2.9e-05,1,15.805,Low,Payment stress,74.102,Low,Poor account health quality,5.0,Low,Policy governance signal,50.01566666666667,Moderate,No recent expansion signal,26.189,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=15.8, quality=74.1, discount=5.0"
CUST004407,Mid-Market,North America,Manufacturing,outbound_sdr,AM0032,938.12,9.9e-05,1,9.079,Low,Renewal exposure,69.443,Moderate,Weak realized pricing,6.198,Low,High discount level,55.0,Moderate,No recent expansion signal,26.187,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=9.1, quality=69.4, discount=6.2"
CUST001903,Enterprise,North America,Media,enterprise_sales,AM0037,3820.02,0.000401,1,11.937,Low,Renewal exposure,81.379,Low,Weak retention momentum,0.0,Low,High discount level,55.0,Moderate,No recent expansion signal,26.184,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=11.9, quality=81.4, discount=0.0"
CUST002111,Mid-Market,EMEA,SaaS,content_marketing,AM0039,0.0,0.0,0,16.253,Low,Payment stress,25.0,Critical,Weak realized pricing,15.0,Low,Price realization erosion,47.67766666666667,Moderate,No recent expansion signal,26.183,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.3, quality=25.0, discount=15.0"
CUST001700,SMB,EMEA,Logistics,self_serve,AM0021,460.27,4.8e-05,1,22.864,Low,Usage deterioration,84.011,Low,Weak retention momentum,0.0,Low,High discount level,55.0,Moderate,No recent expansion signal,26.181,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=22.9, quality=84.0, discount=0.0"
CUST000596,Mid-Market,North America,SaaS,partner_referral,AM0019,1041.65,0.000109,0,6.189,Low,Payment stress,60.258,Moderate,Weak realized pricing,17.39,Low,High discount level,55.0,Moderate,No recent expansion signal,26.174,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=6.2, quality=60.3, discount=17.4"
CUST001941,SMB,North America,FinTech,outbound_sdr,AM0019,286.14,3e-05,1,16.336,Low,Payment stress,70.495,Low,Weak realized pricing,0.811,Low,Price realization erosion,53.141,Moderate,No recent expansion signal,26.174,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=16.3, quality=70.5, discount=0.8"
CUST000825,Enterprise,LATAM,Retail,enterprise_sales,AM0013,4515.33,0.000474,0,5.401,Low,Payment stress,66.111,Moderate,Weak realized pricing,10.738,Low,High discount level,55.0,Moderate,No recent expansion signal,26.17,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=5.4, quality=66.1, discount=10.7"
CUST002182,Mid-Market,APAC,Manufacturing,enterprise_sales,AM0005,2800.25,0.000294,1,12.77,Low,Renewal exposure,65.826,Moderate,Weak realized pricing,9.426,Low,High discount level,96.387,Low,Discount pressure in expansion,26.17,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=12.8, quality=65.8, discount=9.4"
CUST004049,SMB,North America,Education,partner_referral,AM0029,776.98,8.2e-05,0,6.071,Low,Payment stress,61.036,Moderate,Weak realized pricing,21.394,Low,High discount level,55.0,Moderate,No recent expansion signal,26.164,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=6.1, quality=61.0, discount=21.4"
CUST000491,SMB,APAC,Manufacturing,partner_referral,AM0002,0.0,0.0,0,14.234,Low,Payment stress,25.0,Critical,Weak realized pricing,24.056,Low,Price realization erosion,55.0,Moderate,No recent expansion signal,26.163,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=14.2, quality=25.0, discount=24.1"
CUST003088,SMB,APAC,Retail,self_serve,AM0005,0.0,0.0,0,16.262,Low,Payment stress,25.0,Critical,Weak realized pricing,15.72,Low,Price realization erosion,48.99766666666667,Moderate,No recent expansion signal,26.162,Low,Revenue quality weakness,monitor only,"Low priority driven by Revenue quality weakness; churn=16.3, quality=25.0, discount=15.7"
CUST001469,SMB,North America,Manufacturing,partner_referral,AM0007,999.91,0.000105,1,18.4,Low,Usage deterioration,68.09,Moderate,Weak realized pricing,11.084,Low,High discount level,95.232,Low,Discount pressure in expansion,26.154,Low,Exposure concentration,monitor only,"Low priority driven by Exposure concentration; churn=18.4, quality=68.1, discount=11.1"
